year,amount,country_name,indicator,indicator_name
2009,41728.0884164132,France,NY.GDP.PCAP.CD,GDP per capita (USD)
2010,40694.8211697025,France,NY.GDP.PCAP.CD,GDP per capita (USD)
2011,43929.7840873812,France,NY.GDP.PCAP.CD,GDP per capita (USD)
2012,40863.5814412333,France,NY.GDP.PCAP.CD,GDP per capita (USD)
2013,42669.1795111893,France,NY.GDP.PCAP.CD,GDP per capita (USD)
2014,43148.0459288416,France,NY.GDP.PCAP.CD,GDP per capita (USD)
2015,36702.4323733379,France,NY.GDP.PCAP.CD,GDP per capita (USD)
2016,37024.2157133669,France,NY.GDP.PCAP.CD,GDP per capita (USD)
2017,38687.1626407164,France,NY.GDP.PCAP.CD,GDP per capita (USD)
2018,41418.1766484844,France,NY.GDP.PCAP.CD,GDP per capita (USD)
2019,40408.2848574751,France,NY.GDP.PCAP.CD,GDP per capita (USD)
2020,39169.8606000707,France,NY.GDP.PCAP.CD,GDP per capita (USD)
2021,43725.0999521245,France,NY.GDP.PCAP.CD,GDP per capita (USD)
2022,40988.6396406579,France,NY.GDP.PCAP.CD,GDP per capita (USD)
2023,44700.1384177544,France,NY.GDP.PCAP.CD,GDP per capita (USD)
2000,1966980701145.1,Germany,NY.GDP.MKTP.CD,GDP (current USD)
2001,1966381496641.73,Germany,NY.GDP.MKTP.CD,GDP (current USD)
2002,2102350798305.89,Germany,NY.GDP.MKTP.CD,GDP (current USD)
2003,2534715518349.01,Germany,NY.GDP.MKTP.CD,GDP (current USD)
2004,2852317768061.78,Germany,NY.GDP.MKTP.CD,GDP (current USD)
2005,2893393187361.87,Germany,NY.GDP.MKTP.CD,GDP (current USD)
2006,3046308753670.58,Germany,NY.GDP.MKTP.CD,GDP (current USD)
2007,3484056680854.91,Germany,NY.GDP.MKTP.CD,GDP (current USD)
2008,3808197720125.0,Germany,NY.GDP.MKTP.CD,GDP (current USD)
2009,3478545516683.59,Germany,NY.GDP.MKTP.CD,GDP (current USD)
2010,3467093769666.67,Germany,NY.GDP.MKTP.CD,GDP (current USD)
2011,3823575803793.78,Germany,NY.GDP.MKTP.CD,GDP (current USD)
2012,3596483233406.25,Germany,NY.GDP.MKTP.CD,GDP (current USD)
2013,3807023797050.99,Germany,NY.GDP.MKTP.CD,GDP (current USD)
2014,3964870735760.77,Germany,NY.GDP.MKTP.CD,GDP (current USD)
2015,3425099578746.09,Germany,NY.GDP.MKTP.CD,GDP (current USD)
2016,3536787895179.0,Germany,NY.GDP.MKTP.CD,GDP (current USD)
2017,3765351626105.89,Germany,NY.GDP.MKTP.CD,GDP (current USD)
2018,4055433215301.96,Germany,NY.GDP.MKTP.CD,GDP (current USD)
2019,3959894794039.21,Germany,NY.GDP.MKTP.CD,GDP (current USD)
2020,3941398957073.94,Germany,NY.GDP.MKTP.CD,GDP (current USD)
2021,4355251953410.78,Germany,NY.GDP.MKTP.CD,GDP (current USD)
2022,4201021706478.62,Germany,NY.GDP.MKTP.CD,GDP (current USD)
2023,4562207532490.28,Germany,NY.GDP.MKTP.CD,GDP (current USD)
2000,1.34421581953972,Germany,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2001,1.30789826898647,Germany,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2002,1.31344033426945,Germany,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2003,1.2986963477858,Germany,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2004,1.25072808117217,Germany,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2005,1.23275583821682,Germany,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2006,1.17898651377886,Germany,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2007,1.15279236258074,Germany,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2008,1.1888700534429,Germany,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2009,1.2847898688108,Germany,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2010,1.24181027958074,Germany,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2011,1.18233731589884,Germany,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2012,1.21725965761789,Germany,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2013,1.16213791467872,Germany,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2014,1.12769949450115,Germany,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2015,1.11541840455009,Germany,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2016,1.12912506140277,Germany,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2017,1.13126090102098,Germany,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2018,1.14814145777047,Germany,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2019,1.24014846331417,Germany,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2020,1.35598993512329,Germany,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2021,1.29982374349238,Germany,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2022,1.35030514561756,Germany,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2023,1.48796332620564,Germany,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2000,82211508.0,Germany,SP.POP.TOTL,Population
2001,82349925.0,Germany,SP.POP.TOTL,Population
2002,82488495.0,Germany,SP.POP.TOTL,Population
2003,82534176.0,Germany,SP.POP.TOTL,Population
2004,82516260.0,Germany,SP.POP.TOTL,Population
2005,82469422.0,Germany,SP.POP.TOTL,Population
2006,82376451.0,Germany,SP.POP.TOTL,Population
2007,82266372.0,Germany,SP.POP.TOTL,Population
2008,82110097.0,Germany,SP.POP.TOTL,Population
2009,81902307.0,Germany,SP.POP.TOTL,Population
2010,81776930.0,Germany,SP.POP.TOTL,Population
2011,80274983.0,Germany,SP.POP.TOTL,Population
2012,80425823.0,Germany,SP.POP.TOTL,Population
2013,80645605.0,Germany,SP.POP.TOTL,Population
2014,80982500.0,Germany,SP.POP.TOTL,Population
2015,81686611.0,Germany,SP.POP.TOTL,Population
2016,82348669.0,Germany,SP.POP.TOTL,Population
2017,82657002.0,Germany,SP.POP.TOTL,Population
2018,82905782.0,Germany,SP.POP.TOTL,Population
2019,83092962.0,Germany,SP.POP.TOTL,Population
2020,83160871.0,Germany,SP.POP.TOTL,Population
2021,83196078.0,Germany,SP.POP.TOTL,Population
2022,83177813.0,Germany,SP.POP.TOTL,Population
2023,83287273.0,Germany,SP.POP.TOTL,Population
2000,23925.8559901991,Germany,NY.GDP.PCAP.CD,GDP per capita (USD)
2001,23878.3641471651,Germany,NY.GDP.PCAP.CD,GDP per capita (USD)
2002,25486.5942008748,Germany,NY.GDP.PCAP.CD,GDP per capita (USD)
2003,30711.1022511331,Germany,NY.GDP.PCAP.CD,GDP per capita (USD)
2004,34566.7359143735,Germany,NY.GDP.PCAP.CD,GDP per capita (USD)
2005,35084.4363546269,Germany,NY.GDP.PCAP.CD,GDP per capita (USD)
2006,36980.3349948954,Germany,NY.GDP.PCAP.CD,GDP per capita (USD)
2007,42350.9217211489,Germany,NY.GDP.PCAP.CD,GDP per capita (USD)
2008,46379.1647953479,Germany,NY.GDP.PCAP.CD,GDP per capita (USD)
2009,42471.8868625226,Germany,NY.GDP.PCAP.CD,GDP per capita (USD)
2010,42396.9665976293,Germany,NY.GDP.PCAP.CD,GDP per capita (USD)
2011,47630.9761883572,Germany,NY.GDP.PCAP.CD,GDP per capita (USD)
2012,44718.0159214069,Germany,NY.GDP.PCAP.CD,GDP per capita (USD)
2013,47206.8353514242,Germany,NY.GDP.PCAP.CD,GDP per capita (USD)
2014,48959.5991203133,Germany,NY.GDP.PCAP.CD,GDP per capita (USD)
2015,41929.7549110722,Germany,NY.GDP.PCAP.CD,GDP per capita (USD)
2016,42948.9381932694,Germany,NY.GDP.PCAP.CD,GDP per capita (USD)
2017,45553.9341495339,Germany,NY.GDP.PCAP.CD,GDP per capita (USD)
2018,48916.1686612154,Germany,NY.GDP.PCAP.CD,GDP per capita (USD)
2019,47656.199739747,Germany,NY.GDP.PCAP.CD,GDP per capita (USD)
2020,47394.8734504469,Germany,NY.GDP.PCAP.CD,GDP per capita (USD)
2021,52349.2459994422,Germany,NY.GDP.PCAP.CD,GDP per capita (USD)
2022,50506.5179638543,Germany,NY.GDP.PCAP.CD,GDP per capita (USD)
2023,54776.7668235491,Germany,NY.GDP.PCAP.CD,GDP per capita (USD)
2000,189514933333.333,Saudi Arabia,NY.GDP.MKTP.CD,GDP (current USD)
2001,184137600000.0,Saudi Arabia,NY.GDP.MKTP.CD,GDP (current USD)
2002,189605866666.667,Saudi Arabia,NY.GDP.MKTP.CD,GDP (current USD)
2003,215807733333.333,Saudi Arabia,NY.GDP.MKTP.CD,GDP (current USD)
2004,258742133333.333,Saudi Arabia,NY.GDP.MKTP.CD,GDP (current USD)
2005,328459608764.111,Saudi Arabia,NY.GDP.MKTP.CD,GDP (current USD)
2006,376900133511.348,Saudi Arabia,NY.GDP.MKTP.CD,GDP (current USD)
2007,415964509673.115,Saudi Arabia,NY.GDP.MKTP.CD,GDP (current USD)
2008,519796800000.0,Saudi Arabia,NY.GDP.MKTP.CD,GDP (current USD)
2009,429097866666.667,Saudi Arabia,NY.GDP.MKTP.CD,GDP (current USD)
2010,528207466666.667,Saudi Arabia,NY.GDP.MKTP.CD,GDP (current USD)
2011,680660800000.0,Saudi Arabia,NY.GDP.MKTP.CD,GDP (current USD)
2012,751921333333.333,Saudi Arabia,NY.GDP.MKTP.CD,GDP (current USD)
2013,769755733333.333,Saudi Arabia,NY.GDP.MKTP.CD,GDP (current USD)
2014,787153066666.667,Saudi Arabia,NY.GDP.MKTP.CD,GDP (current USD)
2015,693414400000.0,Saudi Arabia,NY.GDP.MKTP.CD,GDP (current USD)
2016,689279466666.667,Saudi Arabia,NY.GDP.MKTP.CD,GDP (current USD)
2017,741266133333.333,Saudi Arabia,NY.GDP.MKTP.CD,GDP (current USD)
2018,886564800000.0,Saudi Arabia,NY.GDP.MKTP.CD,GDP (current USD)
2019,888890133333.333,Saudi Arabia,NY.GDP.MKTP.CD,GDP (current USD)
2020,767951200000.0,Saudi Arabia,NY.GDP.MKTP.CD,GDP (current USD)
2021,982661066666.667,Saudi Arabia,NY.GDP.MKTP.CD,GDP (current USD)
2022,1239075200000.0,Saudi Arabia,NY.GDP.MKTP.CD,GDP (current USD)
2023,1218584800000.0,Saudi Arabia,NY.GDP.MKTP.CD,GDP (current USD)
2000,10.5344033130193,Saudi Arabia,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2001,11.4190048869926,Saudi Arabia,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2002,9.75806380053797,Saudi Arabia,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2003,8.68711846455737,Saudi Arabia,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2004,8.08155565898243,Saudi Arabia,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2005,7.73059887481948,Saudi Arabia,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2006,7.84836521143522,Saudi Arabia,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2007,8.52704997826892,Saudi Arabia,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2008,7.35343646797829,Saudi Arabia,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2009,9.61719999229391,Saudi Arabia,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2010,8.56567729417753,Saudi Arabia,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2011,7.17239914861776,Saudi Arabia,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2012,7.61580760228465,Saudi Arabia,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2013,8.89019141193183,Saudi Arabia,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2014,10.5350604637453,Saudi Arabia,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2015,13.022838193007,Saudi Arabia,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2016,9.56048239449097,Saudi Arabia,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2017,9.84622692397792,Saudi Arabia,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2018,8.81333517624339,Saudi Arabia,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2019,7.79458844216861,Saudi Arabia,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2020,8.7921741101353,Saudi Arabia,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2021,7.22921983667662,Saudi Arabia,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2022,6.39742215278993,Saudi Arabia,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2023,7.28424248969983,Saudi Arabia,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2000,16177722.0,Saudi Arabia,SP.POP.TOTL,Population
2001,17041397.0,Saudi Arabia,SP.POP.TOTL,Population
2002,17910910.0,Saudi Arabia,SP.POP.TOTL,Population
2003,18786767.0,Saudi Arabia,SP.POP.TOTL,Population
2004,19669480.0,Saudi Arabia,SP.POP.TOTL,Population
2005,20559890.0,Saudi Arabia,SP.POP.TOTL,Population
2006,21459144.0,Saudi Arabia,SP.POP.TOTL,Population
2007,22368313.0,Saudi Arabia,SP.POP.TOTL,Population
2008,23287877.0,Saudi Arabia,SP.POP.TOTL,Population
2009,24217654.0,Saudi Arabia,SP.POP.TOTL,Population
2010,23978487.0,Saudi Arabia,SP.POP.TOTL,Population
2011,25091867.0,Saudi Arabia,SP.POP.TOTL,Population
2012,26168861.0,Saudi Arabia,SP.POP.TOTL,Population
2013,27624004.0,Saudi Arabia,SP.POP.TOTL,Population
2014,28309273.0,Saudi Arabia,SP.POP.TOTL,Population
2015,29816382.0,Saudi Arabia,SP.POP.TOTL,Population
2016,30954198.0,Saudi Arabia,SP.POP.TOTL,Population
2017,30977355.0,Saudi Arabia,SP.POP.TOTL,Population
2018,30196281.0,Saudi Arabia,SP.POP.TOTL,Population
2019,30063799.0,Saudi Arabia,SP.POP.TOTL,Population
2020,31552510.0,Saudi Arabia,SP.POP.TOTL,Population
2021,30784383.0,Saudi Arabia,SP.POP.TOTL,Population
2022,32175224.0,Saudi Arabia,SP.POP.TOTL,Population
2023,33702731.0,Saudi Arabia,SP.POP.TOTL,Population
2000,11714.5623675159,Saudi Arabia,NY.GDP.PCAP.CD,GDP per capita (USD)
2001,10805.311325122,Saudi Arabia,NY.GDP.PCAP.CD,GDP per capita (USD)
2002,10586.0543471363,Saudi Arabia,NY.GDP.PCAP.CD,GDP per capita (USD)
2003,11487.220410693,Saudi Arabia,NY.GDP.PCAP.CD,GDP per capita (USD)
2004,13154.4978989446,Saudi Arabia,NY.GDP.PCAP.CD,GDP per capita (USD)
2005,15975.7473782258,Saudi Arabia,NY.GDP.PCAP.CD,GDP per capita (USD)
2006,17563.6145370639,Saudi Arabia,NY.GDP.PCAP.CD,GDP per capita (USD)
2007,18596.1502627898,Saudi Arabia,NY.GDP.PCAP.CD,GDP per capita (USD)
2008,22320.4888964331,Saudi Arabia,NY.GDP.PCAP.CD,GDP per capita (USD)
2009,17718.3911648365,Saudi Arabia,NY.GDP.PCAP.CD,GDP per capita (USD)
2010,22028.3901426586,Saudi Arabia,NY.GDP.PCAP.CD,GDP per capita (USD)
2011,27126.7498747702,Saudi Arabia,NY.GDP.PCAP.CD,GDP per capita (USD)
2012,28733.4375513452,Saudi Arabia,NY.GDP.PCAP.CD,GDP per capita (USD)
2013,27865.465604962,Saudi Arabia,NY.GDP.PCAP.CD,GDP per capita (USD)
2014,27805.4850319422,Saudi Arabia,NY.GDP.PCAP.CD,GDP per capita (USD)
2015,23256.1549553531,Saudi Arabia,NY.GDP.PCAP.CD,GDP per capita (USD)
2016,22267.7217050387,Saudi Arabia,NY.GDP.PCAP.CD,GDP per capita (USD)
2017,23929.2907135982,Saudi Arabia,NY.GDP.PCAP.CD,GDP per capita (USD)
2018,29360.0658968566,Saudi Arabia,NY.GDP.PCAP.CD,GDP per capita (USD)
2019,29566.7933827436,Saudi Arabia,NY.GDP.PCAP.CD,GDP per capita (USD)
2020,24338.8307301067,Saudi Arabia,NY.GDP.PCAP.CD,GDP per capita (USD)
2021,31920.7653655643,Saudi Arabia,NY.GDP.PCAP.CD,GDP per capita (USD)
2022,38510.2276211037,Saudi Arabia,NY.GDP.PCAP.CD,GDP per capita (USD)
2023,36156.8562500172,Saudi Arabia,NY.GDP.PCAP.CD,GDP per capita (USD)
2000,136409902631.643,Israel,NY.GDP.MKTP.CD,GDP (current USD)
2001,134889159474.047,Israel,NY.GDP.MKTP.CD,GDP (current USD)
2002,125215963105.239,Israel,NY.GDP.MKTP.CD,GDP (current USD)
2003,131278887815.375,Israel,NY.GDP.MKTP.CD,GDP (current USD)
2004,139925423025.435,Israel,NY.GDP.MKTP.CD,GDP (current USD)
2005,147346035831.272,Israel,NY.GDP.MKTP.CD,GDP (current USD)
2006,158706516001.616,Israel,NY.GDP.MKTP.CD,GDP (current USD)
2007,184448882451.742,Israel,NY.GDP.MKTP.CD,GDP (current USD)
2008,220952472408.027,Israel,NY.GDP.MKTP.CD,GDP (current USD)
2009,213112649594.385,Israel,NY.GDP.MKTP.CD,GDP (current USD)
2010,239372857534.485,Israel,NY.GDP.MKTP.CD,GDP (current USD)
2011,267739352609.375,Israel,NY.GDP.MKTP.CD,GDP (current USD)
2012,263172104090.976,Israel,NY.GDP.MKTP.CD,GDP (current USD)
2013,298045324735.571,Israel,NY.GDP.MKTP.CD,GDP (current USD)
2014,314376760832.047,Israel,NY.GDP.MKTP.CD,GDP (current USD)
2015,302841190257.708,Israel,NY.GDP.MKTP.CD,GDP (current USD)
2016,321083954798.337,Israel,NY.GDP.MKTP.CD,GDP (current USD)
2017,357360816856.642,Israel,NY.GDP.MKTP.CD,GDP (current USD)
2018,375470422244.408,Israel,NY.GDP.MKTP.CD,GDP (current USD)
2019,399207771081.611,Israel,NY.GDP.MKTP.CD,GDP (current USD)
2020,410908899711.272,Israel,NY.GDP.MKTP.CD,GDP (current USD)
2021,489735019666.026,Israel,NY.GDP.MKTP.CD,GDP (current USD)
2022,525157951212.871,Israel,NY.GDP.MKTP.CD,GDP (current USD)
2023,513393395491.904,Israel,NY.GDP.MKTP.CD,GDP (current USD)
2000,6.10001984652015,Israel,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2001,6.29993225373241,Israel,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2002,6.36795930501003,Israel,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2003,6.25286591975287,Israel,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2004,6.13940696015944,Israel,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2005,6.05115990349017,Israel,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2006,5.85587278604162,Israel,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2007,6.16232982826306,Israel,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2008,6.23951148308826,Israel,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2009,5.97664891131294,Israel,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2010,5.78907528727422,Israel,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2011,5.63236402188698,Israel,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2012,5.51022054656508,Israel,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2013,5.44373442389891,Israel,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2014,5.63057461102748,Israel,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2015,5.42297442402595,Israel,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2016,5.41748768749926,Israel,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2017,5.42682730712043,Israel,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2018,5.28819717558874,Israel,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2019,5.07212719116893,Israel,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2020,5.27626408809404,Israel,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2021,4.9349458892043,Israel,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2022,4.43301220057923,Israel,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2023,5.38479973351622,Israel,MS.MIL.XPND.GD.ZS,Military spending (% of GDP)
2000,21690.237340061,Israel,NY.GDP.PCAP.CD,GDP per capita (USD)
2001,20948.7745727671,Israel,NY.GDP.PCAP.CD,GDP per capita (USD)
2002,19058.7462869465,Israel,NY.GDP.PCAP.CD,GDP per capita (USD)
2003,19624.0321412582,Israel,NY.GDP.PCAP.CD,GDP per capita (USD)
2004,20550.0694706176,Israel,NY.GDP.PCAP.CD,GDP per capita (USD)
2005,21261.7474251846,Israel,NY.GDP.PCAP.CD,GDP per capita (USD)
2006,22499.7541717986,Israel,NY.GDP.PCAP.CD,GDP per capita (USD)
2007,25688.901610248,Israel,NY.GDP.PCAP.CD,GDP per capita (USD)
2008,30231.0191013609,Israel,NY.GDP.PCAP.CD,GDP per capita (USD)
2009,28469.6817348489,Israel,NY.GDP.PCAP.CD,GDP per capita (USD)
2010,31398.9266927022,Israel,NY.GDP.PCAP.CD,GDP per capita (USD)
2011,34476.7252065949,Israel,NY.GDP.PCAP.CD,GDP per capita (USD)
2012,33268.7066672115,Israel,NY.GDP.PCAP.CD,GDP per capita (USD)
2013,36980.622214228,Israel,NY.GDP.PCAP.CD,GDP per capita (USD)
2014,38265.3651949373,Israel,NY.GDP.PCAP.CD,GDP per capita (USD)
2015,36138.13561386,Israel,NY.GDP.PCAP.CD,GDP per capita (USD)
2016,37571.2561196275,Israel,NY.GDP.PCAP.CD,GDP per capita (USD)
2017,41013.2575323519,Israel,NY.GDP.PCAP.CD,GDP per capita (USD)
2018,42269.3770257585,Israel,NY.GDP.PCAP.CD,GDP per capita (USD)
2019,44091.8678022544,Israel,NY.GDP.PCAP.CD,GDP per capita (USD)
2020,44590.8237253282,Israel,NY.GDP.PCAP.CD,GDP per capita (USD)
2021,52258.4693499398,Israel,NY.GDP.PCAP.CD,GDP per capita (USD)
2022,54947.2091250715,Israel,NY.GDP.PCAP.CD,GDP per capita (USD)
2023,52126.4489280033,Israel,NY.GDP.PCAP.CD,GDP per capita (USD)
